Tweet,Processed
"The digital artist sold a new, three-dimensional video sculpture called Human One for $29 million. It's the first portrait of a human born in the metaverse—and it's not even done. https://t.co/5y0FSOFI1p #REWIRED2021",digital artist sold new dimensional video sculpture called human 29 million portrait human born even done rewired2021
"The digital artist, Beeple talks about Human One, the first portrait of a human born in the metaverse. 

“While the piece was sold last night, the piece is not complete. I’m going to continue changing and updating the piece for the rest of my life."" https://t.co/cwYxr5x2gc",digital artist beeple talks human portrait human born piece sold night piece complete going continue changing updating piece rest life
"Niantic CEO, John Hanke talks augmented reality and why the metaverse is destined to suck. https://t.co/fBG1aVwXhy",niantic ceo john hanke talks augmented reality destined suck
"Niantic CEO, John Hanke talks augmented reality and why the metaverse is destined to suck. https://t.co/FHdrvGSvp1",niantic ceo john hanke talks augmented reality destined suck
"""The open metaverse we deserve will only happen if the mega-corporations that build it trust each other enough to allow for the deep interoperability."" https://t.co/1uEowipNHr",open deserve happen mega corporations build trust enough allow deep interoperability
"The metaverse describes the next state of the internet’s consolidation, a marketing spin on Big Tech’s increasing reach and power. It’ll be Big Tech—just as problem-riddled as now—but bigger. https://t.co/u9DzEn2gOm",describes next state internet consolidation marketing spin big tech increasing reach power big tech problem riddled bigger
"Facebook's Metaverse is being hailed as a better form of reality. But you’ve been living in a version of metaverse for years—and, having taken over video games, it’s now coming for the world of work. https://t.co/g2s9yqfXtK Via @WIREDUK",facebooks hailed better form reality living version years taken video games coming world work via
"Facebook's Metaverse is being hailed as a better form of reality. But you’ve been living in a version of metaverse for years—and, having taken over video games, it’s now coming for the world of work. https://t.co/A57YkCXH6v",facebooks hailed better form reality living version years taken video games coming world work
"This week on Gadget Lab, WIRED senior writer Arielle Pardes joins us to talk about Facebook's rebranding, its push into the metaverse, and the challenges that come with that shift. https://t.co/kWCgtOJwx1",week gadget lab wired senior writer arielle pardes joins us talk facebooks rebranding push challenges come shift
"It might be the perfect time to revisit this #podcast where Peter Rubin, WIRED contributor and author of the book Future Presence, about Facebook’s grand vision and whether an open, platform-agnostic version of the metaverse will ever fully materialize. https://t.co/TpG9KkV7as",might perfect time revisit podcast peter rubin wired contributor author book future presence facebook grand vision whether open platform agnostic version ever fully materialize
"Today, Facebook attempted to shift the public’s attention towards the future—the metaverse. https://t.co/yjBiWqfVaH",today facebook attempted shift public attention towards future
"Everything about the NFT marketplace right now reeks of 21st-century tulip fever. But push aside the zealous speculation and there’s something else going on here: A new funding model for creative work. Yes, even for tweets. https://t.co/gT0TTsKTpK",everything marketplace right reeks 21st century tulip fever push aside zealous speculation something else going new funding model creative work yes even tweets
"NFTs are all the rage, but there's a small problem: the major marketplaces for NFT art use energy on the scale of a small country. https://t.co/NwBs338PCn",rage theres small problem major marketplaces art use energy scale small country
"Although anyone can right-click and download the artwork an NFT is associated with, people like Pablo Rodriguez-Fraile, who buy the tokens in online auctions for substantial cryptocurrency sums, say they feel like the only ‘real’ owners. @WIREDUK https://t.co/KsfIRFWJcv Via",although anyone right click download artwork associated people like pablo rodriguez fraile buy tokens online auctions substantial cryptocurrency sums feel like real owners via
"Tim Berners-Lee wrote the source code for the World Wide Web in the early 1990s. But now he’s raised over $5.4 million by auctioning off an autographed copy as a non-fungible token, or NFT: https://t.co/a3HIgHZzsL",tim berners lee wrote source code world wide web early 1990s raised 5 4 million auctioning autographed copy non fungible token
"This week on Gadget Lab, we talk with Peter Rubin, WIRED contributor and author of the book Future Presence, about Facebook’s grand vision and whether an open, platform-agnostic version of the metaverse will ever fully materialize. https://t.co/7TKWYVgoLC",week gadget lab talk peter rubin wired contributor author book future presence facebook grand vision whether open platform agnostic version ever fully materialize
"""I also want to communicate to real-world brands that the metaverse is a place of mass audiences, where there’s a true opportunity for brand integration, for brand expansion, and for brand expression.” https://t.co/CJS461Q0UP",want communicate real world brands place mass audiences true opportunity brand integration brand expansion brand expression
"""What matters is that metaverse is now the buzzword du jour and that Facebook wants a piece of it. The bad news is that Zuckerberg’s metaverse ambitions sound boring as hell."" https://t.co/m0RBzpVF3M",matters buzzword du jour facebook wants piece bad news zuckerberg ambitions sound boring hell
"NFTs are all the rage, but there's a small problem: the major marketplaces for NFT art use energy on the scale of a small country. https://t.co/MWC1QypzRh",rage theres small problem major marketplaces art use energy scale small country
"Everything about the NFT marketplace right now reeks of 21st-century tulip fever. But push aside the zealous speculation and there’s something else going on here: A new funding model for creative work. Yes, even for tweets. https://t.co/8xuxoPqwtB",everything marketplace right reeks 21st century tulip fever push aside zealous speculation something else going new funding model creative work yes even tweets
"It’s now the fifth anniversary of Pokémon Go and the craze that marked its launch. In celebration, Niantic CEO John Hanke talks about the future of gaming and constructing what he calls the Real-World Metaverse. https://t.co/uN8EKwvka8",fifth anniversary pok mon go craze marked launch celebration niantic ceo john hanke talks future gaming constructing calls real world
"As the pandemic pushes us to the edge of the Metaverse, we must choose between the path of corporate control, conflict and abdicated responsibility, or true user sovereignty, equal representation and a connected future that benefits people. https://t.co/4lVEkZ7aYe Via @WIREDUK",pandemic pushes us edge must choose path corporate control conflict abdicated responsibility true user sovereignty equal representation connected future benefits people via
"Tim Berners-Lee wrote the source code for the World Wide Web in the early 1990s. But now he’s raised over $5.4 million by auctioning off an autographed copy as a non-fungible token, or NFT: https://t.co/WUChwgtFib",tim berners lee wrote source code world wide web early 1990s raised 5 4 million auctioning autographed copy non fungible token
"Tim Berners-Lee wrote the source code for the World Wide Web in the early 1990s. But now he’s raised over $5.4 million by auctioning off an autographed copy as a non-fungible token, or NFT: https://t.co/9cp0eepdWH",tim berners lee wrote source code world wide web early 1990s raised 5 4 million auctioning autographed copy non fungible token
"NFTs are all the rage, but there's a small problem: the major marketplaces for NFT art use energy on the scale of a small country. https://t.co/urrUJm74Ux",rage theres small problem major marketplaces art use energy scale small country
